date,product_id,daily_sales,inventory_level
2023-02-17,P001,52.45,145.8
2023-02-18,P001,66.42,152.13
2023-02-19,P001,67.99,179.29
2023-02-20,P001,75.12,197.21
2023-02-21,P001,62.96,181.21
2023-02-22,P001,53.52,141.26
2023-02-23,P001,56.68,167.93
2023-02-24,P001,61.89,180.11
2023-02-25,P001,66.84,166.27
2023-02-26,P001,63.29,168.3
2023-02-27,P001,64.72,148.64
2023-02-28,P001,54.38,161.04
2023-03-01,P001,47.19,140.55
2023-03-02,P001,59.46,165.46
2023-03-03,P001,65.16,153.54
2023-03-04,P001,58.5,167.93
2023-03-05,P001,70.18,184.42
2023-03-06,P001,,168.87
2023-03-07,P001,66.29,158.92
2023-03-08,P001,61.89,144.33
2023-03-09,P001,57.65,158.99
2023-03-10,P001,58.73,156.92
2023-03-11,P001,63.68,152.17
2023-03-12,P001,73.92,182.45
2023-03-13,P001,69.92,169.42
2023-03-14,P001,68.54,161.78
2023-03-15,P001,63.19,161.65
2023-03-16,P001,57.45,172.16
2023-03-17,P001,57.13,167.16
2023-03-18,P001,69.04,171.74
2023-03-19,P001,73.89,184.08
2023-03-20,P001,67.13,159.53
2023-03-21,P001,58.02,162.35
2023-03-22,P001,58.76,164.23
2023-03-23,P001,55.84,155.14
2023-03-24,P001,61.42,169.77
2023-03-25,P001,73.37,169.57
2023-03-26,P001,70.7,179.8
2023-03-27,P001,70.31,179.82
2023-03-28,P001,63.59,138.42
2023-03-29,P001,50.84,166.74
2023-03-30,P001,56.37,129.9
2023-03-31,P001,74.18,172.02
2023-04-01,P001,64.87,179.13
2023-04-02,P001,60.72,161.55
2023-04-03,P001,57.95,147.29
2023-04-04,P001,62.37,155.44
2023-04-05,P001,58.07,172.34
2023-04-06,P001,58.74,143.53
2023-04-07,P001,73.0,188.29
2023-04-08,P001,55.93,159.38
2023-04-09,P001,75.89,167.97
2023-04-10,P001,78.55,176.72
2023-04-11,P001,55.46,149.29
2023-04-12,P001,55.61,168.27
2023-04-13,P001,54.9,166.22
2023-04-14,P001,60.28,147.09
2023-04-15,P001,69.92,169.88
2023-04-16,P001,81.95,177.32
2023-04-17,P001,80.05,196.99
2023-04-18,P001,60.03,150.53
2023-04-19,P001,69.1,189.15
2023-04-20,P001,59.38,163.05
2023-04-21,P001,75.89,168.27
2023-04-22,P001,71.01,168.24
2023-04-23,P001,73.84,169.82
2023-04-24,P001,70.85,162.11
2023-04-25,P001,80.72,185.67
2023-04-26,P001,62.36,154.08
2023-04-27,P001,54.47,136.67
2023-04-28,P001,70.7,170.91
2023-04-29,P001,68.89,154.86
2023-04-30,P001,69.58,166.05
2023-05-01,P001,73.54,168.45
2023-05-02,P001,61.24,156.53
2023-05-03,P001,58.3,182.31
2023-05-04,P001,58.15,162.71
2023-05-05,P001,66.23,172.68
2023-05-06,P001,72.9,159.14
2023-05-07,P001,60.16,157.62
2023-05-08,P001,71.33,177.49
2023-05-09,P001,54.38,148.13
2023-05-10,P001,47.16,160.24
2023-05-11,P001,56.88,148.85
2023-05-12,P001,63.85,164.99
2023-05-13,P001,65.3,163.44
2023-05-14,P001,75.86,181.5
2023-05-15,P001,58.34,155.94
2023-05-16,P001,56.87,158.16
2023-05-17,P001,51.32,152.96
2023-05-18,P001,55.94,152.6
2023-05-19,P001,63.99,172.84
2023-05-20,P001,62.36,168.75
2023-05-21,P001,74.14,177.25
2023-05-22,P001,65.68,165.37
2023-05-23,P001,46.84,158.8
2023-05-24,P001,41.94,143.58
2023-05-25,P001,54.98,155.92
2023-05-26,P001,59.81,164.86
2023-05-27,P001,66.59,187.56
2023-05-28,P001,68.4,159.0
2023-05-29,P001,65.41,177.11
2023-05-30,P001,62.61,147.68
2023-05-31,P001,45.74,151.92
2023-06-01,P001,46.73,166.48
2023-06-02,P001,53.26,162.15
2023-06-03,P001,67.61,173.32
2023-06-04,P001,74.7,173.09
2023-06-05,P001,60.11,164.42
2023-06-06,P001,40.54,142.02
2023-06-07,P001,40.79,136.93
2023-06-08,P001,47.36,148.46
2023-06-09,P001,55.05,161.04
2023-06-10,P001,61.99,158.32
2023-06-11,P001,66.01,161.95
2023-06-12,P001,59.36,149.76
2023-06-13,P001,60.37,168.28
2023-06-14,P001,45.48,154.93
2023-06-15,P001,45.68,152.0
2023-06-16,P001,,173.42
2023-06-17,P001,53.71,158.59
2023-06-18,P001,66.59,174.51
2023-06-19,P001,60.31,167.35
2023-06-20,P001,51.65,154.73
2023-06-21,P001,57.51,156.2
2023-06-22,P001,45.56,171.7
2023-06-23,P001,67.69,167.17
2023-06-24,P001,60.0,157.34
2023-06-25,P001,55.01,163.35
2023-06-26,P001,58.53,165.05
2023-06-27,P001,177.92,134.43
2023-06-28,P001,41.87,157.1
2023-06-29,P001,50.08,153.14
2023-06-30,P001,57.05,149.94
2023-07-01,P001,56.01,171.9
2023-07-02,P001,66.98,177.24
2023-07-03,P001,63.44,154.8
2023-07-04,P001,57.94,179.72
2023-07-05,P001,47.94,158.53
2023-07-06,P001,54.26,158.16
2023-07-07,P001,40.82,160.72
2023-07-08,P001,56.22,161.82
2023-07-09,P001,54.25,157.96
2023-07-10,P001,55.61,153.0
2023-07-11,P001,44.29,154.11
2023-07-12,P001,42.17,150.93
2023-07-13,P001,55.78,159.92
2023-07-14,P001,49.49,145.59
2023-07-15,P001,,164.32
2023-07-16,P001,56.47,159.77
2023-07-17,P001,53.76,144.43
2023-07-18,P001,46.18,135.46
2023-07-19,P001,44.29,153.94
2023-07-20,P001,49.91,127.89
2023-07-21,P001,58.84,164.9
2023-07-22,P001,56.85,156.07
2023-07-23,P001,59.86,176.94
2023-07-24,P001,44.88,143.94
2023-07-25,P001,44.1,154.69
2023-07-26,P001,45.73,145.76
2023-07-27,P001,46.62,151.76
2023-07-28,P001,48.74,160.11
2023-07-29,P001,58.84,158.21
2023-07-30,P001,57.81,171.77
2023-07-31,P001,57.53,151.6
2023-08-01,P001,44.93,151.87
2023-08-02,P001,36.53,149.76
2023-08-03,P001,42.03,152.63
2023-08-04,P001,28.5,151.66
2023-08-05,P001,54.44,150.81
2023-08-06,P001,31.61,121.82
2023-08-07,P001,38.65,132.7
2023-08-08,P001,44.57,155.18
2023-08-09,P001,40.22,149.2
2023-08-10,P001,31.75,136.77
2023-08-11,P001,40.53,133.3
2023-08-12,P001,59.11,170.78
2023-08-13,P001,49.36,141.11
2023-08-14,P001,61.22,176.81
2023-08-15,P001,40.65,173.22
2023-08-16,P001,38.62,146.28
2023-08-17,P001,47.26,157.09
2023-08-18,P001,44.45,143.52
2023-08-19,P001,43.75,129.65
2023-08-20,P001,50.5,148.48
2023-08-21,P001,46.48,139.55
2023-08-22,P001,31.42,120.95
2023-08-23,P001,33.61,154.83
2023-08-24,P001,32.1,138.83
2023-08-25,P001,48.22,156.02
2023-08-26,P001,49.01,149.92
2023-08-27,P001,48.53,150.8
2023-08-28,P001,45.14,158.79
2023-08-29,P001,40.06,143.73
2023-08-30,P001,37.98,147.29
2023-08-31,P001,29.72,131.76
2023-09-01,P001,35.61,136.19
2023-09-02,P001,54.65,144.58
2023-09-03,P001,46.99,131.21
2023-09-04,P001,36.54,137.93
2023-09-05,P001,40.68,145.24
2023-09-06,P001,36.38,127.52
2023-09-07,P001,25.88,129.53
2023-09-08,P001,42.62,147.15
2023-09-09,P001,51.84,134.28
2023-09-10,P001,51.14,145.99
2023-09-11,P001,48.3,156.37
2023-09-12,P001,29.08,136.95
2023-09-13,P001,35.1,127.57
2023-09-14,P001,32.79,138.38
2023-09-15,P001,37.92,152.14
2023-09-16,P001,52.25,164.02
2023-09-17,P001,57.41,160.46
2023-09-18,P001,54.94,154.26
2023-09-19,P001,45.08,142.79
2023-09-20,P001,32.18,140.86
2023-09-21,P001,36.48,142.43
2023-09-22,P001,45.2,155.5
2023-09-23,P001,47.57,152.89
2023-09-24,P001,49.16,161.35
2023-09-25,P001,48.99,153.93
2023-09-26,P001,36.75,148.59
2023-09-27,P001,28.4,141.11
2023-09-28,P001,31.84,127.8
2023-09-29,P001,44.4,130.32
2023-09-30,P001,46.89,166.32
2023-10-01,P001,50.48,157.05
2023-10-02,P001,48.16,135.01
2023-10-03,P001,34.98,131.84
2023-10-04,P001,37.47,149.19
2023-10-05,P001,36.79,137.99
2023-10-06,P001,33.41,132.29
2023-10-07,P001,55.77,173.78
2023-10-08,P001,45.71,139.24
2023-10-09,P001,34.52,130.53
2023-10-10,P001,31.3,137.41
2023-10-11,P001,27.18,135.08
2023-10-12,P001,35.23,144.2
2023-10-13,P001,39.61,152.72
2023-10-14,P001,45.56,151.55
2023-10-15,P001,52.93,161.82
2023-10-16,P001,47.01,148.42
2023-10-17,P001,40.02,144.64
2023-10-18,P001,36.35,141.42
2023-10-19,P001,39.23,145.38
2023-10-20,P001,29.25,140.97
2023-10-21,P001,46.07,155.62
2023-10-22,P001,36.84,141.28
2023-10-23,P001,45.92,141.83
2023-10-24,P001,38.86,143.54
2023-10-25,P001,40.96,144.68
2023-10-26,P001,43.49,149.42
2023-10-27,P001,43.97,170.03
2023-10-28,P001,46.14,144.9
2023-10-29,P001,53.74,161.96
2023-10-30,P001,43.48,158.16
2023-10-31,P001,39.85,144.83
2023-11-01,P001,41.6,168.98
2023-11-02,P001,34.04,134.26
2023-11-03,P001,48.63,155.87
2023-11-04,P001,54.28,150.3
2023-11-05,P001,46.21,146.69
2023-11-06,P001,53.62,160.11
2023-11-07,P001,45.2,157.67
2023-11-08,P001,37.48,144.67
2023-11-09,P001,34.02,150.61
2023-11-10,P001,39.88,142.93
2023-11-11,P001,48.26,148.93
2023-11-12,P001,56.48,187.52
2023-11-13,P001,43.36,151.3
2023-11-14,P001,44.97,141.78
2023-11-15,P001,30.77,127.83
2023-11-16,P001,38.75,133.32
2023-11-17,P001,47.1,160.46
2023-11-18,P001,67.58,167.94
2023-11-19,P001,46.41,151.68
2023-11-20,P001,59.39,162.76
2023-11-21,P001,44.74,156.06
2023-11-22,P001,42.21,137.74
2023-11-23,P001,42.22,135.47
2023-11-24,P001,50.67,156.91
2023-11-25,P001,53.56,163.57
2023-11-26,P001,64.99,172.32
2023-11-27,P001,49.44,145.35
2023-11-28,P001,52.27,163.05
2023-11-29,P001,37.53,134.09
2023-11-30,P001,42.82,141.61
2023-12-01,P001,43.26,137.82
2023-12-02,P001,58.92,175.94
2023-12-03,P001,66.66,177.0
2023-12-04,P001,53.46,163.5
2023-12-05,P001,46.05,162.53
2023-12-06,P001,36.48,168.6
2023-12-07,P001,43.6,130.5
2023-12-08,P001,41.93,138.55
2023-12-09,P001,52.53,150.37
2023-12-10,P001,61.18,156.67
2023-12-11,P001,63.67,156.9
2023-12-12,P001,65.94,166.95
2023-12-13,P001,41.51,133.35
2023-12-14,P001,55.46,162.81
2023-12-15,P001,54.84,159.36
2023-12-16,P001,59.0,167.81
2023-12-17,P001,64.32,173.4
2023-12-18,P001,58.05,168.08
2023-12-19,P001,51.68,151.94
2023-12-20,P001,44.52,169.73
2023-12-21,P001,,146.75
2023-12-22,P001,46.07,131.44
2023-12-23,P001,65.78,159.76
2023-12-24,P001,62.03,148.63
2023-12-25,P001,56.07,160.24
2023-12-26,P001,53.04,155.82
2023-12-27,P001,53.72,153.03
2023-12-28,P001,51.86,175.97
2023-12-29,P001,53.38,162.87
2023-12-30,P001,71.21,182.47
2023-12-31,P001,75.16,169.85
2021-01-01,P002,67.04,131.75
2021-01-02,P002,61.4,134.22
2021-01-03,P002,73.27,151.05
2021-01-04,P002,70.39,140.44
2021-01-05,P002,62.35,142.89
2021-01-06,P002,54.71,123.88
2021-01-07,P002,58.18,139.38
2021-01-08,P002,66.88,146.31
2021-01-09,P002,75.02,149.41
2021-01-10,P002,79.92,150.51
2021-01-11,P002,78.73,155.24
2021-01-12,P002,63.81,144.31
2021-01-13,P002,58.78,154.4
2021-01-14,P002,65.96,150.36
2021-01-15,P002,73.53,158.29
2021-01-16,P002,73.78,179.67
2021-01-17,P002,82.94,163.1
2021-01-18,P002,80.02,159.87
2021-01-19,P002,75.22,157.26
2021-01-20,P002,74.07,138.98
2021-01-21,P002,60.01,130.57
2021-01-22,P002,71.81,141.75
2021-01-23,P002,78.31,159.79
2021-01-24,P002,79.46,152.72
2021-01-25,P002,72.08,148.46
2021-01-26,P002,60.38,146.25
2021-01-27,P002,65.77,149.4
2021-01-28,P002,62.4,135.79
2021-01-29,P002,74.03,142.33
2021-01-30,P002,75.26,161.61
2021-01-31,P002,75.21,157.95
2021-02-01,P002,79.13,138.07
2021-02-02,P002,71.93,143.8
2021-02-03,P002,70.41,147.07
2021-02-04,P002,81.83,164.62
2021-02-05,P002,76.87,160.97
2021-02-06,P002,84.6,162.44
2021-02-07,P002,77.0,157.85
2021-02-08,P002,71.64,147.29
2021-02-09,P002,82.14,150.41
2021-02-10,P002,63.0,135.39
2021-02-11,P002,64.04,139.23
2021-02-12,P002,76.54,151.19
2021-02-13,P002,82.7,138.84
2021-02-14,P002,79.58,150.6
2021-02-15,P002,79.04,154.6
2021-02-16,P002,81.51,153.69
2021-02-17,P002,65.17,137.7
2021-02-18,P002,63.38,143.26
2021-02-19,P002,83.85,148.06
2021-02-20,P002,87.59,146.31
2021-02-21,P002,82.65,154.17
2021-02-22,P002,72.73,155.37
2021-02-23,P002,71.0,162.87
2021-02-24,P002,70.98,153.8
2021-02-25,P002,80.02,140.34
2021-02-26,P002,73.23,145.91
2021-02-27,P002,85.37,162.93
2021-02-28,P002,91.63,168.41
2021-03-01,P002,69.12,149.51
2021-03-02,P002,82.82,148.65
2021-03-03,P002,65.35,141.0
2021-03-04,P002,76.13,155.33
2021-03-05,P002,,165.27
2021-03-06,P002,93.43,160.38
2021-03-07,P002,91.91,163.46
2021-03-08,P002,70.14,118.11
2021-03-09,P002,72.88,141.67
2021-03-10,P002,74.22,143.97
2021-03-11,P002,73.88,138.69
2021-03-12,P002,84.29,160.94
2021-03-13,P002,92.52,166.96
2021-03-14,P002,93.09,145.5
2021-03-15,P002,83.92,161.08
2021-03-16,P002,67.29,133.0
2021-03-17,P002,71.4,151.26
2021-03-18,P002,78.26,140.44
2021-03-19,P002,75.56,150.86
2021-03-20,P002,,164.4
2021-03-21,P002,95.51,173.54
2021-03-22,P002,86.57,162.81
2021-03-23,P002,60.55,133.0
2021-03-24,P002,67.0,126.63
2021-03-25,P002,87.59,147.81
2021-03-26,P002,79.3,148.46
2021-03-27,P002,76.98,151.9
2021-03-28,P002,97.89,166.8
2021-03-29,P002,86.27,167.52
2021-03-30,P002,85.91,158.12
2021-03-31,P002,76.65,142.0
2021-04-01,P002,79.31,151.53
2021-04-02,P002,85.01,162.27
2021-04-03,P002,93.3,171.54
2021-04-04,P002,104.33,198.12
2021-04-05,P002,92.18,160.49
2021-04-06,P002,69.93,144.2
2021-04-07,P002,77.77,157.03
2021-04-08,P002,83.48,158.24
2021-04-09,P002,,160.09
2021-04-10,P002,86.56,146.07
2021-04-11,P002,97.64,167.53
2021-04-12,P002,91.87,156.13
2021-04-13,P002,94.77,152.5
2021-04-14,P002,70.47,137.52
2021-04-15,P002,73.44,137.97
2021-04-16,P002,80.86,161.7
2021-04-17,P002,85.97,166.98
2021-04-18,P002,85.07,151.03
2021-04-19,P002,69.46,141.85
2021-04-20,P002,76.43,132.84
2021-04-21,P002,76.86,146.92
2021-04-22,P002,73.17,152.16
2021-04-23,P002,93.93,177.18
2021-04-24,P002,88.58,156.45
2021-04-25,P002,97.71,183.23
2021-04-26,P002,87.12,146.97
2021-04-27,P002,83.49,146.01
2021-04-28,P002,75.79,157.88
2021-04-29,P002,83.78,175.49
2021-04-30,P002,82.06,161.99
2021-05-01,P002,90.85,165.45
2021-05-02,P002,91.52,144.56
2021-05-03,P002,83.15,137.93
2021-05-04,P002,80.26,156.55
2021-05-05,P002,86.79,158.21
2021-05-06,P002,73.18,137.13
2021-05-07,P002,83.46,159.11
2021-05-08,P002,94.61,170.76
2021-05-09,P002,95.32,179.77
2021-05-10,P002,84.09,160.45
2021-05-11,P002,62.64,149.92
2021-05-12,P002,75.57,150.65
2021-05-13,P002,60.55,134.4
2021-05-14,P002,88.79,174.44
2021-05-15,P002,87.09,152.31
2021-05-16,P002,93.47,196.61
2021-05-17,P002,77.57,156.32
2021-05-18,P002,66.56,145.37
2021-05-19,P002,72.95,153.2
2021-05-20,P002,72.56,166.33
2021-05-21,P002,75.9,158.82
2021-05-22,P002,85.44,144.39
2021-05-23,P002,102.9,191.94
2021-05-24,P002,86.8,158.39
2021-05-25,P002,80.96,157.03
2021-05-26,P002,75.21,137.42
2021-05-27,P002,80.39,160.65
2021-05-28,P002,76.43,144.92
2021-05-29,P002,71.31,147.31
2021-05-30,P002,83.85,156.01
2021-05-31,P002,85.33,179.58
2021-06-01,P002,67.5,162.32
2021-06-02,P002,67.73,143.19
2021-06-03,P002,65.98,141.62
2021-06-04,P002,85.19,156.45
2021-06-05,P002,86.72,172.78
2021-06-06,P002,87.46,159.18
2021-06-07,P002,82.74,153.53
2021-06-08,P002,71.63,156.42
2021-06-09,P002,68.5,138.12
2021-06-10,P002,61.53,136.15
2021-06-11,P002,61.56,120.74
2021-06-12,P002,81.61,163.65
2021-06-13,P002,83.97,178.38
2021-06-14,P002,84.73,166.95
2021-06-15,P002,79.74,169.36
2021-06-16,P002,75.17,141.71
2021-06-17,P002,61.08,138.45
2021-06-18,P002,70.98,136.55
2021-06-19,P002,82.0,154.72
2021-06-20,P002,95.62,178.35
2021-06-21,P002,84.75,160.77
2021-06-22,P002,75.41,136.29
2021-06-23,P002,61.81,123.66
2021-06-24,P002,60.14,121.33
2021-06-25,P002,76.2,156.11
2021-06-26,P002,70.88,166.52
2021-06-27,P002,77.36,165.98
2021-06-28,P002,73.54,129.58
2021-06-29,P002,76.6,165.81
2021-06-30,P002,60.35,144.71
2021-07-01,P002,49.15,108.7
2021-07-02,P002,72.83,144.8
2021-07-03,P002,71.62,157.58
2021-07-04,P002,77.38,157.89
2021-07-05,P002,72.04,133.95
2021-07-06,P002,63.74,144.84
2021-07-07,P002,65.56,119.18
2021-07-08,P002,52.92,125.7
2021-07-09,P002,65.04,151.42
2021-07-10,P002,78.26,153.45
2021-07-11,P002,71.78,141.79
2021-07-12,P002,61.25,145.14
2021-07-13,P002,67.74,152.49
2021-07-14,P002,65.9,154.0
2021-07-15,P002,60.21,143.95
2021-07-16,P002,54.74,140.55
2021-07-17,P002,76.76,159.09
2021-07-18,P002,63.88,141.54
2021-07-19,P002,71.14,147.03
2021-07-20,P002,56.79,129.42
2021-07-21,P002,50.6,113.48
2021-07-22,P002,56.23,121.68
2021-07-23,P002,63.81,135.99
2021-07-24,P002,67.08,144.5
2021-07-25,P002,75.8,165.21
2021-07-26,P002,65.05,139.63
2021-07-27,P002,66.45,151.48
2021-07-28,P002,57.71,143.5
2021-07-29,P002,53.17,125.86
2021-07-30,P002,58.2,139.15
2021-07-31,P002,59.56,132.13
2021-08-01,P002,72.53,160.75
2021-08-02,P002,64.12,145.48
2021-08-03,P002,44.87,107.97
2021-08-04,P002,51.36,127.98
2021-08-05,P002,50.52,142.0
2021-08-06,P002,71.44,144.63
2021-08-07,P002,57.83,137.31
2021-08-08,P002,60.75,141.21
2021-08-09,P002,,136.18
2021-08-10,P002,65.9,146.01
2021-08-11,P002,48.78,109.84
2021-08-12,P002,50.82,119.57
2021-08-13,P002,64.39,150.15
2021-08-14,P002,52.81,131.38
2021-08-15,P002,56.98,128.94
2021-08-16,P002,61.97,141.43
2021-08-17,P002,65.85,140.25
2021-08-18,P002,49.44,124.57
2021-08-19,P002,54.05,135.62
2021-08-20,P002,66.35,134.07
2021-08-21,P002,78.29,153.69
2021-08-22,P002,63.58,135.46
2021-08-23,P002,62.47,121.61
2021-08-24,P002,66.42,132.21
2021-08-25,P002,41.89,132.57
2021-08-26,P002,58.6,137.44
2021-08-27,P002,52.45,114.21
2021-08-28,P002,65.3,124.89
2021-08-29,P002,64.65,138.53
2021-08-30,P002,55.91,146.52
2021-08-31,P002,48.7,121.83
2021-09-01,P002,51.82,139.89
2021-09-02,P002,57.57,136.09
2021-09-03,P002,56.97,136.68
2021-09-04,P002,64.32,125.96
2021-09-05,P002,68.77,153.15
2021-09-06,P002,55.1,126.75
2021-09-07,P002,58.33,141.96
2021-09-08,P002,54.4,121.26
2021-09-09,P002,66.57,143.34
2021-09-10,P002,54.87,133.39
2021-09-11,P002,60.56,134.02
2021-09-12,P002,69.4,148.44
2021-09-13,P002,65.31,137.64
2021-09-14,P002,50.18,118.69
2021-09-15,P002,46.59,137.64
2021-09-16,P002,53.75,139.24
2021-09-17,P002,51.74,119.13
2021-09-18,P002,60.46,141.14
2021-09-19,P002,64.96,132.54
2021-09-20,P002,66.04,129.19
2021-09-21,P002,49.47,134.8
2021-09-22,P002,37.69,95.64
2021-09-23,P002,38.76,123.03
2021-09-24,P002,48.95,121.42
2021-09-25,P002,54.87,127.75
2021-09-26,P002,63.35,142.45
2021-09-27,P002,52.82,133.63
2021-09-28,P002,48.79,115.53
2021-09-29,P002,44.04,126.22
2021-09-30,P002,47.6,123.73
2021-10-01,P002,64.45,126.89
2021-10-02,P002,66.76,140.06
2021-10-03,P002,64.45,153.26
2021-10-04,P002,57.29,149.05
2021-10-05,P002,50.54,132.72
2021-10-06,P002,50.82,113.91
2021-10-07,P002,53.94,133.85
2021-10-08,P002,51.29,134.8
2021-10-09,P002,63.26,145.52
2021-10-10,P002,52.45,135.3
2021-10-11,P002,61.64,140.28
2021-10-12,P002,58.07,132.34
2021-10-13,P002,47.55,116.47
2021-10-14,P002,61.75,117.77
2021-10-15,P002,51.89,130.29
2021-10-16,P002,64.82,141.68
2021-10-17,P002,64.93,145.51
2021-10-18,P002,60.31,121.93
2021-10-19,P002,53.37,134.82
2021-10-20,P002,50.47,146.02
2021-10-21,P002,56.56,132.35
2021-10-22,P002,66.1,140.49
2021-10-23,P002,64.19,142.28
2021-10-24,P002,70.75,166.08
2021-10-25,P002,57.44,122.2
2021-10-26,P002,59.43,136.46
2021-10-27,P002,46.06,113.06
2021-10-28,P002,58.85,128.38
2021-10-29,P002,71.96,146.46
2021-10-30,P002,64.36,152.83
2021-10-31,P002,53.62,146.63
2021-11-01,P002,59.31,138.79
2021-11-02,P002,63.19,134.43
2021-11-03,P002,54.95,154.87
2021-11-04,P002,54.83,125.55
2021-11-05,P002,65.8,135.09
2021-11-06,P002,69.08,126.33
2021-11-07,P002,75.19,164.15
2021-11-08,P002,69.24,153.93
2021-11-09,P002,66.09,165.27
2021-11-10,P002,54.97,116.07
2021-11-11,P002,59.97,149.55
2021-11-12,P002,59.14,134.84
2021-11-13,P002,63.82,146.88
2021-11-14,P002,,137.93
2021-11-15,P002,66.33,156.01
2021-11-16,P002,63.12,145.99
2021-11-17,P002,54.91,129.52
2021-11-18,P002,52.4,133.85
2021-11-19,P002,62.45,129.79
2021-11-20,P002,77.46,146.67
2021-11-21,P002,73.94,144.31
2021-11-22,P002,56.23,112.7
2021-11-23,P002,58.49,142.1
2021-11-24,P002,66.37,153.28
2021-11-25,P002,56.16,124.15
2021-11-26,P002,53.12,131.61
2021-11-27,P002,81.77,154.12
2021-11-28,P002,76.29,154.57
2021-11-29,P002,67.68,136.41
2021-11-30,P002,59.17,125.34
2021-12-01,P002,63.81,149.33
2021-12-02,P002,55.85,130.21
2021-12-03,P002,72.49,167.71
2021-12-04,P002,75.36,150.82
2021-12-05,P002,75.37,141.1
2021-12-06,P002,70.69,157.96
2021-12-07,P002,62.08,143.39
2021-12-08,P002,65.33,147.6
2021-12-09,P002,55.67,142.58
2021-12-10,P002,57.64,126.12
2021-12-11,P002,77.58,151.31
2021-12-12,P002,79.49,152.77
2021-12-13,P002,74.52,136.61
2021-12-14,P002,67.4,139.77
2021-12-15,P002,58.97,147.34
2021-12-16,P002,67.43,144.81
2021-12-17,P002,68.96,130.5
2021-12-18,P002,72.84,132.28
2021-12-19,P002,75.7,167.35
2021-12-20,P002,85.64,159.74
2021-12-21,P002,56.44,124.97
2021-12-22,P002,65.79,138.05
2021-12-23,P002,54.54,114.77
2021-12-24,P002,70.5,159.73
2021-12-25,P002,75.07,146.14
2021-12-26,P002,66.99,155.66
2021-12-27,P002,77.78,153.3
2021-12-28,P002,66.5,155.8
2021-12-29,P002,52.14,129.7
2021-12-30,P002,71.59,155.12
2021-12-31,P002,81.7,163.89
2022-01-01,P002,88.56,169.79
2022-01-02,P002,83.6,162.08
2022-01-03,P002,77.67,150.34
2022-01-04,P002,78.7,172.85
2022-01-05,P002,76.77,142.7
2022-01-06,P002,75.3,150.35
2022-01-07,P002,69.38,144.53
2022-01-08,P002,82.77,161.8
2022-01-09,P002,344.08,156.73
2022-01-10,P002,68.48,146.62
2022-01-11,P002,75.48,148.79
2022-01-12,P002,82.25,141.43
2022-01-13,P002,74.27,149.37
2022-01-14,P002,85.8,149.79
2022-01-15,P002,84.58,142.24
2022-01-16,P002,84.86,161.23
2022-01-17,P002,83.53,163.41
2022-01-18,P002,69.67,149.94
2022-01-19,P002,64.72,145.39
2022-01-20,P002,79.91,135.59
2022-01-21,P002,87.07,148.46
2022-01-22,P002,79.4,174.14
2022-01-23,P002,92.96,157.49
2022-01-24,P002,82.56,163.67
2022-01-25,P002,78.44,146.57
2022-01-26,P002,75.09,150.89
2022-01-27,P002,80.09,148.76
2022-01-28,P002,81.13,161.75
2022-01-29,P002,95.6,171.97
2022-01-30,P002,90.79,161.31
2022-01-31,P002,88.59,153.09
2022-02-01,P002,73.15,150.83
2022-02-02,P002,87.02,149.89
2022-02-03,P002,78.67,157.94
2022-02-04,P002,86.62,187.88
2022-02-05,P002,79.18,167.68
2022-02-06,P002,85.67,167.85
2022-02-07,P002,93.93,168.08
2022-02-08,P002,81.51,137.12
2022-02-09,P002,64.2,125.98
2022-02-10,P002,83.68,171.51
2022-02-11,P002,80.66,147.76
2022-02-12,P002,98.86,166.87
2022-02-13,P002,91.62,164.97
2022-02-14,P002,89.26,153.64
2022-02-15,P002,88.37,151.1
2022-02-16,P002,287.16,146.28
2022-02-17,P002,72.96,139.04
2022-02-18,P002,84.19,151.78
2022-02-19,P002,96.78,163.97
2022-02-20,P002,85.56,165.79
2022-02-21,P002,79.4,152.08
2022-02-22,P002,87.59,160.81
2022-02-23,P002,74.88,155.85
2022-02-24,P002,77.87,151.45
2022-02-25,P002,75.51,147.73
2022-02-26,P002,89.0,168.7
2022-02-27,P002,94.74,176.42
2022-02-28,P002,96.2,169.73
2022-03-01,P002,79.21,155.01
2022-03-02,P002,89.6,156.79
2022-03-03,P002,77.25,143.64
2022-03-04,P002,83.66,166.35
2022-03-05,P002,103.38,182.83
2022-03-06,P002,97.11,176.66
2022-03-07,P002,88.33,166.14
2022-03-08,P002,83.9,159.36
2022-03-09,P002,88.75,170.71
2022-03-10,P002,91.1,175.45
2022-03-11,P002,83.77,167.88
2022-03-12,P002,94.79,168.78
2022-03-13,P002,97.24,186.11
2022-03-14,P002,86.56,163.84
2022-03-15,P002,85.3,166.62
2022-03-16,P002,81.44,159.26
2022-03-17,P002,89.88,167.35
2022-03-18,P002,96.63,164.27
2022-03-19,P002,93.75,175.76
2022-03-20,P002,96.07,199.52
2022-03-21,P002,97.09,168.34
2022-03-22,P002,82.72,158.43
2022-03-23,P002,85.5,156.04
2022-03-24,P002,83.05,153.17
2022-03-25,P002,84.07,174.52
2022-03-26,P002,90.46,158.73
2022-03-27,P002,106.48,176.74
2022-03-28,P002,92.57,151.7
2022-03-29,P002,96.45,163.88
2022-03-30,P002,79.24,137.15
2022-03-31,P002,85.64,166.96
2022-04-01,P002,104.54,207.53
2022-04-02,P002,90.11,161.45
2022-04-03,P002,86.63,144.97
2022-04-04,P002,101.43,185.43
2022-04-05,P002,81.81,149.55
